GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,total_pop,urban_pop,rural_pop,rural_propotion
G1901610,2010,2,4,Iowa,19,Sac County,161,10350,0,10350,1
G1901630,2010,2,4,Iowa,19,Scott County,163,165224,142901,22323,0.13510749
G1901650,2010,2,4,Iowa,19,Shelby County,165,12167,4934,7233,0.594476864
G1901670,2010,2,4,Iowa,19,Sioux County,167,33704,16574,17130,0.508248279
G1901690,2010,2,4,Iowa,19,Story County,169,89542,74378,15164,0.169350696
G1901710,2010,2,4,Iowa,19,Tama County,171,17767,4904,12863,0.723982664
G1901730,2010,2,4,Iowa,19,Taylor County,173,6317,0,6317,1
G1901750,2010,2,4,Iowa,19,Union County,175,12534,7617,4917,0.392292963
G1901770,2010,2,4,Iowa,19,Van Buren County,177,7570,0,7570,1
G1901790,2010,2,4,Iowa,19,Wapello County,179,35625,24771,10854,0.304673684
G1901810,2010,2,4,Iowa,19,Warren County,181,46225,26831,19394,0.419556517
G1901830,2010,2,4,Iowa,19,Washington County,183,21704,6628,15076,0.694618504
G1901850,2010,2,4,Iowa,19,Wayne County,185,6403,0,6403,1
G1901870,2010,2,4,Iowa,19,Webster County,187,38013,25122,12891,0.339120827
G1901890,2010,2,4,Iowa,19,Winnebago County,189,10866,3681,7185,0.661236886
G1901910,2010,2,4,Iowa,19,Winneshiek County,191,21056,8637,12419,0.589808131
G1901930,2010,2,4,Iowa,19,Woodbury County,193,102172,84336,17836,0.174568375
G1901950,2010,2,4,Iowa,19,Worth County,195,7598,0,7598,1
G1901970,2010,2,4,Iowa,19,Wright County,197,13229,5715,7514,0.567994557
G2000010,2010,2,4,Kansas,20,Allen County,1,13371,5729,7642,0.571535412
G2000030,2010,2,4,Kansas,20,Anderson County,3,8102,3336,4766,0.588249815
G2000050,2010,2,4,Kansas,20,Atchison County,5,16924,11144,5780,0.341526826
G2000070,2010,2,4,Kansas,20,Barber County,7,4861,0,4861,1
G2000090,2010,2,4,Kansas,20,Barton County,9,27674,18886,8788,0.317554383
G2000110,2010,2,4,Kansas,20,Bourbon County,11,15173,7895,7278,0.479667831
G2000130,2010,2,4,Kansas,20,Brown County,13,9984,3151,6833,0.684395032
G2000150,2010,2,4,Kansas,20,Butler County,15,65880,39216,26664,0.404735883
G2000170,2010,2,4,Kansas,20,Chase County,17,2790,0,2790,1
G2000190,2010,2,4,Kansas,20,Chautauqua County,19,3669,0,3669,1
G2000210,2010,2,4,Kansas,20,Cherokee County,21,21603,11004,10599,0.490626302
G2000230,2010,2,4,Kansas,20,Cheyenne County,23,2726,0,2726,1
G2000250,2010,2,4,Kansas,20,Clark County,25,2215,0,2215,1
G2000270,2010,2,4,Kansas,20,Clay County,27,8535,4307,4228,0.495371998
G2000290,2010,2,4,Kansas,20,Cloud County,29,9533,5340,4193,0.439840554
G2000310,2010,2,4,Kansas,20,Coffey County,31,8601,2503,6098,0.708987327
G2000330,2010,2,4,Kansas,20,Comanche County,33,1891,0,1891,1
G2000350,2010,2,4,Kansas,20,Cowley County,35,36311,25055,11256,0.309988709
G2000370,2010,2,4,Kansas,20,Crawford County,37,39134,25465,13669,0.349287065
G2000390,2010,2,4,Kansas,20,Decatur County,39,2961,0,2961,1
G2000410,2010,2,4,Kansas,20,Dickinson County,41,19754,7054,12700,0.642907766
G2000430,2010,2,4,Kansas,20,Doniphan County,43,7945,2368,5577,0.701950913
G2000450,2010,2,4,Kansas,20,Douglas County,45,110826,98621,12205,0.110127587
G2000470,2010,2,4,Kansas,20,Edwards County,47,3037,0,3037,1
G2000490,2010,2,4,Kansas,20,Elk County,49,2882,0,2882,1
G2000510,2010,2,4,Kansas,20,Ellis County,51,28452,21180,7272,0.255588359
G2000530,2010,2,4,Kansas,20,Ellsworth County,53,6497,2982,3515,0.541018932
G2000550,2010,2,4,Kansas,20,Finney County,55,36776,29942,6834,0.185827714
G2000570,2010,2,4,Kansas,20,Ford County,57,33848,27316,6532,0.192980383
G2000590,2010,2,4,Kansas,20,Franklin County,59,25992,12450,13542,0.521006464
G2000610,2010,2,4,Kansas,20,Geary County,61,34362,30351,4011,0.116727781
G2000630,2010,2,4,Kansas,20,Gove County,63,2695,0,2695,1
G2000650,2010,2,4,Kansas,20,Graham County,65,2597,0,2597,1
G2000670,2010,2,4,Kansas,20,Grant County,67,7829,6279,1550,0.197981862
G2000690,2010,2,4,Kansas,20,Gray County,69,6006,0,6006,1
G2000710,2010,2,4,Kansas,20,Greeley County,71,1247,0,1247,1
G2000730,2010,2,4,Kansas,20,Greenwood County,73,6689,2591,4098,0.61264763
G2000750,2010,2,4,Kansas,20,Hamilton County,75,2690,0,2690,1
G2000770,2010,2,4,Kansas,20,Harper County,77,6034,0,6034,1
G2000790,2010,2,4,Kansas,20,Harvey County,79,34684,23960,10724,0.309191558
G2000810,2010,2,4,Kansas,20,Haskell County,81,4256,0,4256,1
G2000830,2010,2,4,Kansas,20,Hodgeman County,83,1916,0,1916,1
G2000850,2010,2,4,Kansas,20,Jackson County,85,13462,3245,10217,0.758951122
G2000870,2010,2,4,Kansas,20,Jefferson County,87,19126,226,18900,0.988183624
G2000890,2010,2,4,Kansas,20,Jewell County,89,3077,0,3077,1
G2000910,2010,2,4,Kansas,20,Johnson County,91,544179,523317,20862,0.03833665
G2000930,2010,2,4,Kansas,20,Kearny County,93,3977,0,3977,1
G2000950,2010,2,4,Kansas,20,Kingman County,95,7858,2978,4880,0.621023161
G2000970,2010,2,4,Kansas,20,Kiowa County,97,2553,0,2553,1
G2000990,2010,2,4,Kansas,20,Labette County,99,21607,10298,11309,0.523395196
G2001010,2010,2,4,Kansas,20,Lane County,101,1750,0,1750,1
G2001030,2010,2,4,Kansas,20,Leavenworth County,103,76227,54073,22154,0.290631928
G2001050,2010,2,4,Kansas,20,Lincoln County,105,3241,0,3241,1
G2001070,2010,2,4,Kansas,20,Linn County,107,9656,0,9656,1
G2001090,2010,2,4,Kansas,20,Logan County,109,2756,0,2756,1
G2001110,2010,2,4,Kansas,20,Lyon County,111,33690,24830,8860,0.262986049
G2001130,2010,2,4,Kansas,20,McPherson County,113,29180,16488,12692,0.434955449
G2001150,2010,2,4,Kansas,20,Marion County,115,12660,2815,9845,0.77764613
G2001170,2010,2,4,Kansas,20,Marshall County,117,10117,2937,7180,0.70969655
G2001190,2010,2,4,Kansas,20,Meade County,119,4575,0,4575,1
G2001210,2010,2,4,Kansas,20,Miami County,121,32787,16082,16705,0.509500717
G2001230,2010,2,4,Kansas,20,Mitchell County,123,6373,3295,3078,0.482975051
G2001250,2010,2,4,Kansas,20,Montgomery County,125,35471,20068,15403,0.434242057
G2001270,2010,2,4,Kansas,20,Morris County,127,5923,0,5923,1
G2001290,2010,2,4,Kansas,20,Morton County,129,3233,0,3233,1
G2001310,2010,2,4,Kansas,20,Nemaha County,131,10178,2520,7658,0.752407153
G2001330,2010,2,4,Kansas,20,Neosho County,133,16512,9059,7453,0.451368702
G2001350,2010,2,4,Kansas,20,Ness County,135,3107,0,3107,1
G2001370,2010,2,4,Kansas,20,Norton County,137,5671,2893,2778,0.489860695
G2001390,2010,2,4,Kansas,20,Osage County,139,16295,2683,13612,0.835348266
G2001410,2010,2,4,Kansas,20,Osborne County,141,3858,0,3858,1
G2001430,2010,2,4,Kansas,20,Ottawa County,143,6091,0,6091,1
G2001450,2010,2,4,Kansas,20,Pawnee County,145,6973,4764,2209,0.316793346
G2001470,2010,2,4,Kansas,20,Phillips County,147,5642,2609,3033,0.537575328
G2001490,2010,2,4,Kansas,20,Pottawatomie County,149,21604,8876,12728,0.589150157
G2001510,2010,2,4,Kansas,20,Pratt County,151,9656,6546,3110,0.322079536
G2001530,2010,2,4,Kansas,20,Rawlins County,153,2519,0,2519,1
G2001550,2010,2,4,Kansas,20,Reno County,155,64511,44320,20191,0.312985382
G2001570,2010,2,4,Kansas,20,Republic County,157,4980,0,4980,1
G2001590,2010,2,4,Kansas,20,Rice County,159,10083,3652,6431,0.637806208
G2001610,2010,2,4,Kansas,20,Riley County,161,71115,61269,9846,0.138451803
G2001630,2010,2,4,Kansas,20,Rooks County,163,5181,0,5181,1
G2001650,2010,2,4,Kansas,20,Rush County,165,3307,0,3307,1
G2001670,2010,2,4,Kansas,20,Russell County,167,6970,4108,2862,0.41061693
G2001690,2010,2,4,Kansas,20,Saline County,169,55606,47493,8113,0.145901521
G2001710,2010,2,4,Kansas,20,Scott County,171,4936,3647,1289,0.261142626
G2001730,2010,2,4,Kansas,20,Sedgwick County,173,498365,460197,38168,0.076586438
G2001750,2010,2,4,Kansas,20,Seward County,175,22952,20329,2623,0.11428198
G2001770,2010,2,4,Kansas,20,Shawnee County,177,177934,149777,28157,0.158244068
G2001790,2010,2,4,Kansas,20,Sheridan County,179,2556,0,2556,1
G2001810,2010,2,4,Kansas,20,Sherman County,181,6010,4553,1457,0.242429285
G2001830,2010,2,4,Kansas,20,Smith County,183,3853,0,3853,1
G2001850,2010,2,4,Kansas,20,Stafford County,185,4437,0,4437,1
G2001870,2010,2,4,Kansas,20,Stanton County,187,2235,0,2235,1
G2001890,2010,2,4,Kansas,20,Stevens County,189,5724,3936,1788,0.312368973
G2001910,2010,2,4,Kansas,20,Sumner County,191,24132,8964,15168,0.628543013
G2001930,2010,2,4,Kansas,20,Thomas County,193,7900,5463,2437,0.308481013
G2001950,2010,2,4,Kansas,20,Trego County,195,3001,0,3001,1
G2001970,2010,2,4,Kansas,20,Wabaunsee County,197,7053,0,7053,1
G2001990,2010,2,4,Kansas,20,Wallace County,199,1485,0,1485,1
G2002010,2010,2,4,Kansas,20,Washington County,201,5799,0,5799,1
G2002030,2010,2,4,Kansas,20,Wichita County,203,2234,0,2234,1
G2002050,2010,2,4,Kansas,20,Wilson County,205,9409,2570,6839,0.726857264
G2002070,2010,2,4,Kansas,20,Woodson County,207,3309,0,3309,1
G2002090,2010,2,4,Kansas,20,Wyandotte County,209,157505,147956,9549,0.060626647
G2100010,2010,3,6,Kentucky,21,Adair County,1,18656,4579,14077,0.754556175
G2100030,2010,3,6,Kentucky,21,Allen County,3,19956,4251,15705,0.786981359
G2100050,2010,3,6,Kentucky,21,Anderson County,5,21421,12489,8932,0.416973997
G2100070,2010,3,6,Kentucky,21,Ballard County,7,8249,0,8249,1
G2100090,2010,3,6,Kentucky,21,Barren County,9,42173,15488,26685,0.632750812
G2100110,2010,3,6,Kentucky,21,Bath County,11,11591,0,11591,1
G2100130,2010,3,6,Kentucky,21,Bell County,13,28691,10765,17926,0.624795232
G2100150,2010,3,6,Kentucky,21,Boone County,15,118811,103042,15769,0.132723401
G2100170,2010,3,6,Kentucky,21,Bourbon County,17,19985,11042,8943,0.447485614
G2100190,2010,3,6,Kentucky,21,Boyd County,19,49542,36999,12543,0.253179121
G2100210,2010,3,6,Kentucky,21,Boyle County,21,28432,18532,9900,0.348199212
G2100230,2010,3,6,Kentucky,21,Bracken County,23,8488,0,8488,1
G2100250,2010,3,6,Kentucky,21,Breathitt County,25,13878,2567,11311,0.815030984
G2100270,2010,3,6,Kentucky,21,Breckinridge County,27,20059,0,20059,1
G2100290,2010,3,6,Kentucky,21,Bullitt County,29,74319,51716,22603,0.304134878
G2100310,2010,3,6,Kentucky,21,Butler County,31,12690,0,12690,1
G2100330,2010,3,6,Kentucky,21,Caldwell County,33,12984,5890,7094,0.546364757
G2100350,2010,3,6,Kentucky,21,Calloway County,35,37191,19072,18119,0.48718776
G2100370,2010,3,6,Kentucky,21,Campbell County,37,90336,76518,13818,0.152962274
G2100390,2010,3,6,Kentucky,21,Carlisle County,39,5104,0,5104,1
G2100410,2010,3,6,Kentucky,21,Carroll County,41,10811,5165,5646,0.522245861
G2100430,2010,3,6,Kentucky,21,Carter County,43,27720,5716,22004,0.793795094
G2100450,2010,3,6,Kentucky,21,Casey County,45,15955,0,15955,1
G2100470,2010,3,6,Kentucky,21,Christian County,47,73955,52837,21118,0.285552025
G2100490,2010,3,6,Kentucky,21,Clark County,49,35613,25831,9782,0.274674978
G2100510,2010,3,6,Kentucky,21,Clay County,51,21730,4657,17073,0.785687989
G2100530,2010,3,6,Kentucky,21,Clinton County,53,10272,0,10272,1
G2100550,2010,3,6,Kentucky,21,Crittenden County,55,9315,2718,6597,0.70821256
G2100570,2010,3,6,Kentucky,21,Cumberland County,57,6856,0,6856,1
G2100590,2010,3,6,Kentucky,21,Daviess County,59,96656,70543,26113,0.270164294
G2100610,2010,3,6,Kentucky,21,Edmonson County,61,12161,0,12161,1
G2100630,2010,3,6,Kentucky,21,Elliott County,63,7852,0,7852,1
G2100650,2010,3,6,Kentucky,21,Estill County,65,14672,3503,11169,0.761245911
G2100670,2010,3,6,Kentucky,21,Fayette County,67,295803,286731,9072,0.03066906
G2100690,2010,3,6,Kentucky,21,Fleming County,69,14348,2795,11553,0.805199331
G2100710,2010,3,6,Kentucky,21,Floyd County,71,39451,6363,33088,0.838711313
G2100730,2010,3,6,Kentucky,21,Franklin County,73,49285,35705,13580,0.275540225
G2100750,2010,3,6,Kentucky,21,Fulton County,75,6813,2423,4390,0.644356378
G2100770,2010,3,6,Kentucky,21,Gallatin County,77,8589,0,8589,1
G2100790,2010,3,6,Kentucky,21,Garrard County,79,16912,3739,13173,0.77891438
G2100810,2010,3,6,Kentucky,21,Grant County,81,24662,8634,16028,0.649906739
G2100830,2010,3,6,Kentucky,21,Graves County,83,37121,11356,25765,0.694081517
G2100850,2010,3,6,Kentucky,21,Grayson County,85,25746,6802,18944,0.73580362
G2100870,2010,3,6,Kentucky,21,Green County,87,11258,0,11258,1
G2100890,2010,3,6,Kentucky,21,Greenup County,89,36910,22409,14501,0.39287456
G2100910,2010,3,6,Kentucky,21,Hancock County,91,8565,916,7649,0.893053123
G2100930,2010,3,6,Kentucky,21,Hardin County,93,105543,69434,36109,0.342125958
G2100950,2010,3,6,Kentucky,21,Harlan County,95,29278,13422,15856,0.541567047
G2100970,2010,3,6,Kentucky,21,Harrison County,97,18846,6421,12425,0.659291096
G2100990,2010,3,6,Kentucky,21,Hart County,99,18199,2332,15867,0.871861091
G2101010,2010,3,6,Kentucky,21,Henderson County,101,46250,28583,17667,0.381989189
G2101030,2010,3,6,Kentucky,21,Henry County,103,15416,0,15416,1
G2101050,2010,3,6,Kentucky,21,Hickman County,105,4902,0,4902,1
G2101070,2010,3,6,Kentucky,21,Hopkins County,107,46920,24809,22111,0.471248934
G2101090,2010,3,6,Kentucky,21,Jackson County,109,13494,0,13494,1
G2101110,2010,3,6,Kentucky,21,Jefferson County,111,741096,730920,10176,0.013731015
G2101130,2010,3,6,Kentucky,21,Jessamine County,113,48586,36003,12583,0.258984069
G2101150,2010,3,6,Kentucky,21,Johnson County,115,23356,6302,17054,0.7301764
G2101170,2010,3,6,Kentucky,21,Kenton County,117,159720,148578,11142,0.069759579
G2101190,2010,3,6,Kentucky,21,Knott County,119,16346,0,16346,1
G2101210,2010,3,6,Kentucky,21,Knox County,121,31883,11821,20062,0.629238152
G2101230,2010,3,6,Kentucky,21,Larue County,123,14193,3413,10780,0.759529345
G2101250,2010,3,6,Kentucky,21,Laurel County,125,58849,25398,33451,0.568420874
G2101270,2010,3,6,Kentucky,21,Lawrence County,127,15860,3631,12229,0.771059269
G2101290,2010,3,6,Kentucky,21,Lee County,129,7887,0,7887,1
G2101310,2010,3,6,Kentucky,21,Leslie County,131,11310,0,11310,1
G2101330,2010,3,6,Kentucky,21,Letcher County,133,24519,0,24519,1
G2101350,2010,3,6,Kentucky,21,Lewis County,135,13870,0,13870,1
G2101370,2010,3,6,Kentucky,21,Lincoln County,137,24742,4538,20204,0.81658718
G2101390,2010,3,6,Kentucky,21,Livingston County,139,9519,440,9079,0.953776657
G2101410,2010,3,6,Kentucky,21,Logan County,141,26835,6714,20121,0.74980436
G2101430,2010,3,6,Kentucky,21,Lyon County,143,8314,0,8314,1
G2101450,2010,3,6,Kentucky,21,McCracken County,145,65565,47322,18243,0.278242965
G2101470,2010,3,6,Kentucky,21,McCreary County,147,18306,0,18306,1
G2101490,2010,3,6,Kentucky,21,McLean County,149,9531,0,9531,1
G2101510,2010,3,6,Kentucky,21,Madison County,151,82916,50979,31937,0.385172946
G2101530,2010,3,6,Kentucky,21,Magoffin County,153,13333,0,13333,1
G2101550,2010,3,6,Kentucky,21,Marion County,155,19820,5646,14174,0.715136226
G2101570,2010,3,6,Kentucky,21,Marshall County,157,31448,4447,27001,0.858591961
G2101590,2010,3,6,Kentucky,21,Martin County,159,12929,0,12929,1
G2101610,2010,3,6,Kentucky,21,Mason County,161,17490,7801,9689,0.553973699
G2101630,2010,3,6,Kentucky,21,Meade County,163,28602,4033,24569,0.858995874
G2101650,2010,3,6,Kentucky,21,Menifee County,165,6306,0,6306,1
G2101670,2010,3,6,Kentucky,21,Mercer County,167,21331,8715,12616,0.591439689
G2101690,2010,3,6,Kentucky,21,Metcalfe County,169,10099,0,10099,1
G2101710,2010,3,6,Kentucky,21,Monroe County,171,10963,0,10963,1
G2101730,2010,3,6,Kentucky,21,Montgomery County,173,26499,10835,15664,0.591116646
G2101750,2010,3,6,Kentucky,21,Morgan County,175,13923,0,13923,1
G2101770,2010,3,6,Kentucky,21,Muhlenberg County,177,31499,9943,21556,0.684339185
G2101790,2010,3,6,Kentucky,21,Nelson County,179,43437,18702,24735,0.569445404
G2101810,2010,3,6,Kentucky,21,Nicholas County,181,7135,0,7135,1
G2101830,2010,3,6,Kentucky,21,Ohio County,183,23842,6321,17521,0.734879624
G2101850,2010,3,6,Kentucky,21,Oldham County,185,60316,48055,12261,0.203279395
G2101870,2010,3,6,Kentucky,21,Owen County,187,10841,0,10841,1
G2101890,2010,3,6,Kentucky,21,Owsley County,189,4755,0,4755,1
G2101910,2010,3,6,Kentucky,21,Pendleton County,191,14877,0,14877,1
G2101930,2010,3,6,Kentucky,21,Perry County,193,28712,7444,21268,0.740735581
G2101950,2010,3,6,Kentucky,21,Pike County,195,65024,7934,57090,0.877983514
G2101970,2010,3,6,Kentucky,21,Powell County,197,12613,4149,8464,0.671053675
G2101990,2010,3,6,Kentucky,21,Pulaski County,199,63063,29042,34021,0.539476397
G2102010,2010,3,6,Kentucky,21,Robertson County,201,2282,0,2282,1
G2102030,2010,3,6,Kentucky,21,Rockcastle County,203,17056,2777,14279,0.837183396
G2102050,2010,3,6,Kentucky,21,Rowan County,205,23333,7282,16051,0.687909827
G2102070,2010,3,6,Kentucky,21,Russell County,207,17565,0,17565,1
G2102090,2010,3,6,Kentucky,21,Scott County,209,47173,31859,15314,0.324634855
G2102110,2010,3,6,Kentucky,21,Shelby County,211,42074,22296,19778,0.470076532
G2102130,2010,3,6,Kentucky,21,Simpson County,213,17327,9492,7835,0.452184452
G2102150,2010,3,6,Kentucky,21,Spencer County,215,17061,0,17061,1
G2102170,2010,3,6,Kentucky,21,Taylor County,217,24512,11719,12793,0.521907637
G2102190,2010,3,6,Kentucky,21,Todd County,219,12460,0,12460,1
G2102210,2010,3,6,Kentucky,21,Trigg County,221,14339,2960,11379,0.793569984
G2102230,2010,3,6,Kentucky,21,Trimble County,223,8809,467,8342,0.946986037
G2102250,2010,3,6,Kentucky,21,Union County,225,15007,5210,9797,0.65282868
G2102270,2010,3,6,Kentucky,21,Warren County,227,113792,78306,35486,0.311849691
G2102290,2010,3,6,Kentucky,21,Washington County,229,11717,0,11717,1
G2102310,2010,3,6,Kentucky,21,Wayne County,231,20813,6716,14097,0.677317061
G2102330,2010,3,6,Kentucky,21,Webster County,233,13621,0,13621,1
G2102350,2010,3,6,Kentucky,21,Whitley County,235,35637,12417,23220,0.651569997
G2102370,2010,3,6,Kentucky,21,Wolfe County,237,7355,0,7355,1
G2102390,2010,3,6,Kentucky,21,Woodford County,239,24939,15922,9017,0.361562212
G2200010,2010,3,7,Louisiana,22,Acadia Parish,1,61773,29837,31936,0.516989623
G2200030,2010,3,7,Louisiana,22,Allen Parish,3,25764,7878,17886,0.694224499
G2200050,2010,3,7,Louisiana,22,Ascension Parish,5,107215,93045,14170,0.132164343
G2200070,2010,3,7,Louisiana,22,Assumption Parish,7,23421,12883,10538,0.44993809
G2200090,2010,3,7,Louisiana,22,Avoyelles Parish,9,42073,15238,26835,0.63781998
G2200110,2010,3,7,Louisiana,22,Beauregard Parish,11,35654,11946,23708,0.66494643
G2200130,2010,3,7,Louisiana,22,Bienville Parish,13,14353,2894,11459,0.798369679
G2200150,2010,3,7,Louisiana,22,Bossier Parish,15,116979,88504,28475,0.243419759
G2200170,2010,3,7,Louisiana,22,Caddo Parish,17,254969,218164,36805,0.144350882
G2200190,2010,3,7,Louisiana,22,Calcasieu Parish,19,192768,153250,39518,0.205002905
G2200210,2010,3,7,Louisiana,22,Caldwell Parish,21,10132,0,10132,1
G2200230,2010,3,7,Louisiana,22,Cameron Parish,23,6839,0,6839,1
G2200250,2010,3,7,Louisiana,22,Catahoula Parish,25,10407,0,10407,1
G2200270,2010,3,7,Louisiana,22,Claiborne Parish,27,17195,3034,14161,0.823553359
G2200290,2010,3,7,Louisiana,22,Concordia Parish,29,20822,13856,6966,0.334549995
G2200310,2010,3,7,Louisiana,22,De Soto Parish,31,26656,6061,20595,0.772621549
G2200330,2010,3,7,Louisiana,22,East Baton Rouge Parish,33,440171,409905,30266,0.068759641
G2200350,2010,3,7,Louisiana,22,East Carroll Parish,35,7759,5076,2683,0.345791984
G2200370,2010,3,7,Louisiana,22,East Feliciana Parish,37,20267,0,20267,1
G2200390,2010,3,7,Louisiana,22,Evangeline Parish,39,33984,13222,20762,0.610934557
G2200410,2010,3,7,Louisiana,22,Franklin Parish,41,20767,5361,15406,0.741850051
G2200430,2010,3,7,Louisiana,22,Grant Parish,43,22309,3214,19095,0.855932583
G2200450,2010,3,7,Louisiana,22,Iberia Parish,45,73240,52633,20607,0.281362643
G2200470,2010,3,7,Louisiana,22,Iberville Parish,47,33387,13617,19770,0.592146644
G2200490,2010,3,7,Louisiana,22,Jackson Parish,49,16274,5609,10665,0.655339806
G2200510,2010,3,7,Louisiana,22,Jefferson Parish,51,432552,427610,4942,0.011425216
G2200530,2010,3,7,Louisiana,22,Jefferson Davis Parish,53,31594,15576,16018,0.506994999
G2200550,2010,3,7,Louisiana,22,Lafayette Parish,55,221578,203146,18432,0.083185154
G2200570,2010,3,7,Louisiana,22,Lafourche Parish,57,96318,72993,23325,0.242166573
G2200590,2010,3,7,Louisiana,22,La Salle Parish,59,14890,3992,10898,0.731900604
G2200610,2010,3,7,Louisiana,22,Lincoln Parish,61,46735,27724,19011,0.406782925
G2200630,2010,3,7,Louisiana,22,Livingston Parish,63,128026,75386,52640,0.411166482
G2200650,2010,3,7,Louisiana,22,Madison Parish,65,12093,9379,2714,0.224427355
G2200670,2010,3,7,Louisiana,22,Morehouse Parish,67,27979,13979,14000,0.500375281
G2200690,2010,3,7,Louisiana,22,Natchitoches Parish,69,39566,19763,19803,0.500505485
G2200710,2010,3,7,Louisiana,22,Orleans Parish,71,343829,341794,2035,0.00591864
G2200730,2010,3,7,Louisiana,22,Ouachita Parish,73,153720,116533,37187,0.241913869
G2200750,2010,3,7,Louisiana,22,Plaquemines Parish,75,23042,18540,4502,0.195382345
G2200770,2010,3,7,Louisiana,22,Pointe Coupee Parish,77,22802,9620,13182,0.578107184
G2200790,2010,3,7,Louisiana,22,Rapides Parish,79,131613,79590,52023,0.395272503
G2200810,2010,3,7,Louisiana,22,Red River Parish,81,9091,0,9091,1
G2200830,2010,3,7,Louisiana,22,Richland Parish,83,20725,7037,13688,0.660458384
G2200850,2010,3,7,Louisiana,22,Sabine Parish,85,24233,2860,21373,0.881979119
G2200870,2010,3,7,Louisiana,22,St. Bernard Parish,87,35897,34370,1527,0.042538374
G2200890,2010,3,7,Louisiana,22,St. Charles Parish,89,52780,46716,6064,0.114892005
G2200910,2010,3,7,Louisiana,22,St. Helena Parish,91,11203,0,11203,1
G2200930,2010,3,7,Louisiana,22,St. James Parish,93,22102,15979,6123,0.277033753
G2200950,2010,3,7,Louisiana,22,St. John the Baptist Parish,95,45924,39749,6175,0.134461284
G2200970,2010,3,7,Louisiana,22,St. Landry Parish,97,83384,43216,40168,0.481723112
G2200990,2010,3,7,Louisiana,22,St. Martin Parish,99,52160,26304,25856,0.495705521
G2201010,2010,3,7,Louisiana,22,St. Mary Parish,101,54650,47524,7126,0.130393413
G2201030,2010,3,7,Louisiana,22,St. Tammany Parish,103,233740,179470,54270,0.232181056
G2201050,2010,3,7,Louisiana,22,Tangipahoa Parish,105,121097,71533,49564,0.409291725
G2201070,2010,3,7,Louisiana,22,Tensas Parish,107,5252,0,5252,1
G2201090,2010,3,7,Louisiana,22,Terrebonne Parish,109,111860,88785,23075,0.206284642
G2201110,2010,3,7,Louisiana,22,Union Parish,111,22721,3883,18838,0.829100832
G2201130,2010,3,7,Louisiana,22,Vermilion Parish,113,57999,26319,31680,0.546216314
G2201150,2010,3,7,Louisiana,22,Vernon Parish,115,52334,26221,26113,0.498968166
G2201170,2010,3,7,Louisiana,22,Washington Parish,117,47168,15719,31449,0.666744403
G2201190,2010,3,7,Louisiana,22,Webster Parish,119,41207,19350,21857,0.530419589
G2201210,2010,3,7,Louisiana,22,West Baton Rouge Parish,121,23788,16542,7246,0.304607365
G2201230,2010,3,7,Louisiana,22,West Carroll Parish,123,11604,0,11604,1
G2201250,2010,3,7,Louisiana,22,West Feliciana Parish,125,15625,0,15625,1
G2201270,2010,3,7,Louisiana,22,Winn Parish,127,15313,5376,9937,0.648925749
G2300010,2010,1,1,Maine,23,Androscoggin County,1,107702,60995,46707,0.433668827
G2300030,2010,1,1,Maine,23,Aroostook County,3,71870,14183,57687,0.802657576
G2300050,2010,1,1,Maine,23,Cumberland County,5,281674,179994,101680,0.360984684
G2300070,2010,1,1,Maine,23,Franklin County,7,30768,5231,25537,0.829985699
G2300090,2010,1,1,Maine,23,Hancock County,9,54418,5380,49038,0.901135654
G2300110,2010,1,1,Maine,23,Kennebec County,11,122151,45403,76748,0.628304312
G2300130,2010,1,1,Maine,23,Knox County,13,39736,12743,26993,0.679308436
G2300150,2010,1,1,Maine,23,Lincoln County,15,34457,0,34457,1
G2300170,2010,1,1,Maine,23,Oxford County,17,57833,9767,48066,0.831117182
G2300190,2010,1,1,Maine,23,Penobscot County,19,153923,65186,88737,0.576502537
G2300210,2010,1,1,Maine,23,Piscataquis County,21,17535,0,17535,1
G2300230,2010,1,1,Maine,23,Sagadahoc County,23,35293,13526,21767,0.616751197
G2300250,2010,1,1,Maine,23,Somerset County,25,52228,10197,42031,0.804759899
G2300270,2010,1,1,Maine,23,Waldo County,27,38786,3358,35428,0.913422369
G2300290,2010,1,1,Maine,23,Washington County,29,32856,2504,30352,0.923788654
G2300310,2010,1,1,Maine,23,York County,31,197131,85075,112056,0.568434188
G2400010,2010,3,5,Maryland,24,Allegany County,1,75087,54624,20463,0.272523872
G2400030,2010,3,5,Maryland,24,Anne Arundel County,3,537656,509138,28518,0.05304135
G2400050,2010,3,5,Maryland,24,Baltimore County,5,805029,752430,52599,0.065338019
G2400090,2010,3,5,Maryland,24,Calvert County,9,88737,54387,34350,0.387098955
G2400110,2010,3,5,Maryland,24,Caroline County,11,33066,7936,25130,0.759995161
G2400130,2010,3,5,Maryland,24,Carroll County,13,167134,101106,66028,0.395060251
G2400150,2010,3,5,Maryland,24,Cecil County,15,101108,58539,42569,0.421025043
G2400170,2010,3,5,Maryland,24,Charles County,17,146551,103313,43238,0.295037223
G2400190,2010,3,5,Maryland,24,Dorchester County,19,32618,14280,18338,0.562204918
G2400210,2010,3,5,Maryland,24,Frederick County,21,233385,174554,58831,0.25207704
G2400230,2010,3,5,Maryland,24,Garrett County,23,30097,4846,25251,0.838987274
